,cuid,name,curr_plans,talktime,data,sms,Broadband,speed,plan_satisfaction,date_of_pur,ph_no,email_Id,income,door_no,street,city,zipcode,state,area,contact_preference
539,326009,,999,,15,,90,50,3,2005-05-29 12:34:50,6546334977,,0.0,,,,,,,call
540,864132,,1499,,27,,250,150,3,2007-11-11 21:24:15,5938553835,,5.5,,,,,,,WhatsApp
541,491081,,1499,,27,,250,150,1,2004-06-16 13:34:57,3588453659,,0.0,,,,,,,Email
542,616725,,1499,,27,,250,150,1,2006-05-18 17:00:11,8467865933,,3.5,,,,,,,call
543,123526,,299,,5,,0,0,10,2005-03-01 04:32:59,8485653348,,3.5,,,,,,,call
544,257490,,499,,8,,0,0,2,2000-12-25 12:05:42,4774969966,,3.5,,,,,,,WhatsApp
545,731635,,1299,,20,,150,100,7,2012-12-21 14:50:39,7589339669,,3.5,,,,,,,call
546,985137,,199,,3,,0,0,5,2013-10-24 20:09:00,7656639679,,7.5,,,,,,,WhatsApp
547,898872,,499,,8,,0,0,5,2009-06-27 21:00:44,7988778547,,10.0,,,,,,,WhatsApp
548,745152,,1299,,20,,150,100,6,2008-02-12 08:52:39,8357563758,,3.5,,,,,,,Email
549,905832,,1499,,27,,250,150,10,2018-04-23 17:10:53,7478378534,,7.5,,,,,,,call
550,351328,,999,,15,,90,50,4,2017-06-26 15:51:00,6547837953,,21.0,,,,,,,call
551,612297,,199,,3,,0,0,4,2002-11-29 01:49:59,8544564554,,15.0,,,,,,,call
552,255388,,199,,3,,0,0,10,2017-08-07 00:33:57,8559664669,,5.5,,,,,,,call
553,856934,,699,,12,,50,30,1,2010-10-16 22:58:56,6844343447,,0.0,,,,,,,call
554,241444,,299,,5,,0,0,1,2014-02-19 00:38:18,3433866799,,0.0,,,,,,,Email
555,552857,,499,,8,,0,0,9,2010-05-15 14:25:09,3353794568,,0.0,,,,,,,WhatsApp
556,970226,,1499,,27,,250,150,7,2008-02-27 22:39:27,4339945397,,15.0,,,,,,,call
557,260274,,299,,5,,0,0,5,2021-09-18 02:08:03,9357747536,,21.0,,,,,,,Email
558,500197,,1499,,27,,250,150,5,2009-05-24 12:36:55,3559558456,,21.0,,,,,,,Email
559,445366,,1299,,20,,150,100,10,2008-05-15 03:56:16,5765755893,,0.0,,,,,,,WhatsApp
560,279320,,999,,15,,90,50,10,2017-09-25 07:32:20,7869697565,,5.5,,,,,,,Email
561,485161,,299,,5,,0,0,2,2018-07-02 18:01:40,6757496738,,7.5,,,,,,,Email
562,978817,,499,,8,,0,0,6,2021-11-26 00:53:38,4669689835,,10.0,,,,,,,WhatsApp
563,526403,,999,,15,,90,50,8,2015-09-06 19:45:49,7338366764,,15.0,,,,,,,call
564,420101,,299,,5,,0,0,9,2001-11-08 12:09:26,9833536849,,0.0,,,,,,,call
565,562189,,699,,12,,50,30,7,2006-01-01 10:53:48,6746685489,,7.5,,,,,,,WhatsApp
566,995621,,199,,3,,0,0,3,2020-11-16 17:04:41,3985535779,,5.5,,,,,,,WhatsApp
567,445182,,1499,,27,,250,150,1,2013-08-11 08:12:56,5476948459,,7.5,,,,,,,Email
568,523597,,699,,12,,50,30,1,2011-05-20 19:41:50,8746799867,,21.0,,,,,,,WhatsApp
569,520013,,1499,,27,,250,150,8,2012-12-05 23:47:07,7349969657,,0.0,,,,,,,call
570,739288,,1499,,27,,250,150,7,2016-06-28 03:46:31,3749347338,,3.5,,,,,,,call
571,473778,,199,,3,,0,0,6,2015-12-17 19:37:54,6534399946,,0.0,,,,,,,call
572,757394,,1499,,27,,250,150,1,2014-09-18 18:36:55,4536839363,,0.0,,,,,,,WhatsApp
573,592355,,299,,5,,0,0,5,2001-05-18 17:27:31,7764673344,,0.0,,,,,,,WhatsApp
574,492542,,1499,,27,,250,150,3,2006-12-10 23:07:39,8459453545,,3.5,,,,,,,Email
575,933517,,699,,12,,50,30,4,2011-10-06 21:54:54,9637585596,,21.0,,,,,,,WhatsApp
576,209712,,199,,3,,0,0,3,2016-10-07 14:18:02,4487947643,,7.5,,,,,,,call
577,840831,,1299,,20,,150,100,2,2014-08-02 14:31:26,5893795583,,0.0,,,,,,,call
578,116767,,499,,8,,0,0,4,2002-05-07 14:37:39,9397597964,,7.5,,,,,,,Email
579,353555,,299,,5,,0,0,6,2009-10-23 07:05:52,3975875873,,7.5,,,,,,,call
580,560284,,999,,15,,90,50,6,2003-10-06 09:25:46,8765764479,,21.0,,,,,,,WhatsApp
581,612242,,1499,,27,,250,150,5,2011-05-21 14:56:22,6444347847,,15.0,,,,,,,WhatsApp
582,702469,,999,,15,,90,50,3,2011-12-07 09:22:18,9544575797,,3.5,,,,,,,call
583,200411,,999,,15,,90,50,4,2002-04-02 05:52:15,4379945885,,15.0,,,,,,,Email
584,364231,,299,,5,,0,0,10,2014-06-05 23:38:19,7949867488,,3.5,,,,,,,call
585,270741,,999,,15,,90,50,3,2000-10-16 22:04:13,9498383775,,15.0,,,,,,,WhatsApp
586,851250,,1299,,20,,150,100,2,2008-04-24 02:15:48,7578478879,,0.0,,,,,,,Email
587,183936,,699,,12,,50,30,4,2016-12-06 23:52:02,3648499759,,10.0,,,,,,,WhatsApp
588,716054,,499,,8,,0,0,10,2007-09-07 07:08:02,3686557795,,7.5,,,,,,,Email
589,666204,,999,,15,,90,50,6,2018-11-17 19:30:21,4935666843,,7.5,,,,,,,Email
590,970488,,1299,,20,,150,100,3,2012-12-26 12:48:35,5596656476,,7.5,,,,,,,WhatsApp
591,129888,,499,,8,,0,0,10,2000-02-27 03:25:28,8649356955,,21.0,,,,,,,WhatsApp
592,827318,,499,,8,,0,0,2,2007-10-12 11:25:34,7949888778,,21.0,,,,,,,WhatsApp
593,223478,,999,,15,,90,50,7,2016-09-07 13:30:35,8995573637,,15.0,,,,,,,call
594,352662,,1299,,20,,150,100,10,2000-12-08 13:09:34,8779875645,,21.0,,,,,,,Email
595,806275,,1499,,27,,250,150,8,2018-06-26 12:30:19,7893333995,,15.0,,,,,,,call
596,532060,,499,,8,,0,0,8,2001-09-08 17:22:07,9633753354,,5.5,,,,,,,Email
597,156795,,1299,,20,,150,100,6,2006-07-22 19:36:42,3878497885,,15.0,,,,,,,WhatsApp
598,800326,,999,,15,,90,50,5,2014-05-21 21:46:30,8339466988,,5.5,,,,,,,Email
599,859432,,699,,12,,50,30,9,2000-08-26 21:37:12,6933635589,,7.5,,,,,,,call
600,474845,,1299,,20,,150,100,7,2011-08-24 05:55:31,7483747869,,21.0,,,,,,,Email
601,494111,,499,,8,,0,0,5,2017-01-10 05:21:01,4937464936,,4.6,,,,,,,Email
602,770114,,499,,8,,0,0,10,2021-11-10 19:33:35,5385795457,,10.0,,,,,,,Email
603,736699,,999,,15,,90,50,3,2008-07-28 04:19:44,9556969339,,0.0,,,,,,,call
604,931151,,999,,15,,90,50,6,2006-12-16 16:19:45,4357683563,,5.5,,,,,,,Email
605,920797,,1299,,20,,150,100,3,2005-08-22 23:42:08,7383579554,,21.0,,,,,,,WhatsApp
606,340266,,299,,5,,0,0,2,2021-08-20 16:22:03,5738754853,,0.0,,,,,,,call
607,548685,,1299,,20,,150,100,6,2003-11-30 10:54:08,6686998953,,5.5,,,,,,,call
608,553354,,499,,8,,0,0,4,2002-04-29 15:48:03,9453755434,,10.0,,,,,,,WhatsApp
609,266008,,199,,3,,0,0,3,2004-12-19 07:36:41,7933496677,,7.5,,,,,,,WhatsApp
610,434269,,299,,5,,0,0,4,2016-06-13 03:41:41,9534539346,,10.0,,,,,,,Email
611,790002,,1299,,20,,150,100,5,2006-07-12 20:16:45,8936859848,,10.0,,,,,,,call
612,424098,,199,,3,,0,0,7,2013-04-12 14:59:13,3469984794,,5.5,,,,,,,Email
613,451082,,999,,15,,90,50,6,2018-09-17 23:35:43,4468596799,,10.0,,,,,,,Email
614,727454,,1499,,27,,250,150,5,2007-03-15 20:48:21,8966543793,,21.0,,,,,,,call
615,161210,,499,,8,,0,0,7,2013-10-09 15:55:59,6447954955,,4.6,,,,,,,call
616,718917,,199,,3,,0,0,9,2021-06-23 00:31:52,8836457963,,5.5,,,,,,,Email
617,248018,,299,,5,,0,0,10,2004-12-18 17:06:04,3874435988,,10.0,,,,,,,call
618,816710,,999,,15,,90,50,3,2009-08-22 09:05:06,3685573654,,4.6,,,,,,,Email
619,839854,,699,,12,,50,30,2,2015-06-07 07:32:07,3767477485,,3.5,,,,,,,WhatsApp
620,574236,,699,,12,,50,30,6,2006-05-07 07:39:21,5837463785,,3.5,,,,,,,Email
621,938370,,199,,3,,0,0,6,2009-11-06 13:33:08,9997644379,,5.5,,,,,,,WhatsApp
622,712157,,499,,8,,0,0,10,2007-05-08 23:32:52,4588879943,,3.5,,,,,,,WhatsApp
623,803666,,1499,,27,,250,150,10,2003-06-23 06:14:02,3663854657,,15.0,,,,,,,Email
624,142686,,499,,8,,0,0,6,2011-03-05 11:18:08,4339639755,,15.0,,,,,,,call
625,422604,,499,,8,,0,0,2,2008-02-10 10:18:02,6945439959,,21.0,,,,,,,call
626,554694,,199,,3,,0,0,5,2014-02-23 19:36:21,6557893558,,4.6,,,,,,,Email
627,267489,,499,,8,,0,0,9,2000-11-17 02:33:45,4563769385,,0.0,,,,,,,Email
628,448947,,1299,,20,,150,100,8,2011-09-17 09:33:56,7373445678,,0.0,,,,,,,call
629,938089,,299,,5,,0,0,3,2006-11-01 10:59:13,5596993559,,4.6,,,,,,,WhatsApp
630,575180,,1499,,27,,250,150,1,2004-04-07 06:31:52,9373868456,,7.5,,,,,,,WhatsApp
631,923976,,299,,5,,0,0,2,2009-06-28 16:04:49,3957536643,,7.5,,,,,,,WhatsApp
632,911442,,299,,5,,0,0,9,2020-01-08 18:06:30,7559643835,,10.0,,,,,,,call
633,812934,,299,,5,,0,0,9,2011-11-28 03:18:34,6383975933,,10.0,,,,,,,call
634,941927,,199,,3,,0,0,7,2012-11-28 12:25:18,7543675435,,4.6,,,,,,,WhatsApp
635,948719,,1299,,20,,150,100,7,2016-11-13 03:33:15,7539533635,,7.5,,,,,,,Email
636,652626,,1499,,27,,250,150,6,2017-03-30 02:48:39,4334733936,,7.5,,,,,,,call
637,999340,,1299,,20,,150,100,3,2011-02-27 03:00:30,6744779778,,10.0,,,,,,,call
638,329340,,499,,8,,0,0,3,2011-07-19 15:34:06,5459763863,,4.6,,,,,,,Email
639,717995,,1299,,20,,150,100,6,2009-08-11 21:57:35,9439538643,,10.0,,,,,,,WhatsApp
640,575866,,199,,3,,0,0,5,2006-12-29 10:40:50,9356749473,,21.0,,,,,,,call
641,162384,,499,,8,,0,0,9,2016-01-16 19:19:08,3449475335,,15.0,,,,,,,call
642,769674,,699,,12,,50,30,9,2014-06-17 16:39:09,3973356695,,7.5,,,,,,,WhatsApp
643,917795,,699,,12,,50,30,6,2016-11-16 08:49:51,5674646487,,5.5,,,,,,,Email
644,526343,,699,,12,,50,30,5,2001-07-13 13:22:24,6583644596,,0.0,,,,,,,Email
645,514606,,499,,8,,0,0,2,2020-10-12 13:59:20,8783567685,,5.5,,,,,,,call
646,362430,,999,,15,,90,50,7,2013-08-08 04:46:41,6974679368,,21.0,,,,,,,WhatsApp
647,562157,,499,,8,,0,0,9,2004-12-23 06:25:34,8756738377,,4.6,,,,,,,Email
648,148262,,699,,12,,50,30,2,2009-06-21 16:45:48,7896396749,,7.5,,,,,,,call
649,118152,,1499,,27,,250,150,8,2007-10-23 14:07:14,5555869685,,3.5,,,,,,,call
650,598033,,499,,8,,0,0,9,2013-04-25 10:21:56,3667549599,,0.0,,,,,,,Email
651,137613,,699,,12,,50,30,8,2007-08-04 03:35:59,8549686489,,3.5,,,,,,,call
652,529069,,299,,5,,0,0,9,2002-07-25 15:56:00,5498795743,,21.0,,,,,,,WhatsApp
653,737567,,199,,3,,0,0,7,2017-11-18 00:44:15,7598366887,,0.0,,,,,,,WhatsApp
654,218802,,299,,5,,0,0,7,2000-10-05 22:13:41,4485988343,,3.5,,,,,,,call
655,950222,,999,,15,,90,50,4,2018-06-21 10:23:45,5943554593,,4.6,,,,,,,Email
656,759253,,999,,15,,90,50,8,2001-08-12 09:00:06,9596975343,,5.5,,,,,,,Email
657,940236,,1299,,20,,150,100,1,2019-09-10 06:16:18,9497845637,,5.5,,,,,,,Email
658,360828,,499,,8,,0,0,8,2000-06-03 15:02:35,9587787754,,3.5,,,,,,,call
659,647941,,199,,3,,0,0,7,2006-01-03 09:34:47,5664894738,,15.0,,,,,,,call
660,165512,,299,,5,,0,0,7,2011-04-19 16:01:38,4754458599,,21.0,,,,,,,WhatsApp
661,530207,,699,,12,,50,30,6,2015-02-20 15:50:39,8594434583,,21.0,,,,,,,call
662,356988,,999,,15,,90,50,4,2018-11-29 10:48:15,4465498786,,21.0,,,,,,,Email
663,206448,,1299,,20,,150,100,7,2003-07-02 03:48:39,7879985767,,10.0,,,,,,,WhatsApp
664,969525,,699,,12,,50,30,3,2007-10-28 20:35:32,6636474964,,0.0,,,,,,,Email
665,402197,,1299,,20,,150,100,8,2003-12-09 10:29:34,5559387637,,21.0,,,,,,,call
666,144133,,1499,,27,,250,150,7,2008-12-09 02:35:33,6598395874,,5.5,,,,,,,call
667,793124,,999,,15,,90,50,8,2020-02-26 06:23:53,5779766974,,7.5,,,,,,,call
668,575481,,699,,12,,50,30,5,2018-08-29 15:11:34,6774876654,,3.5,,,,,,,Email
669,985006,,199,,3,,0,0,4,2021-07-24 17:02:06,4948563898,,3.5,,,,,,,call
670,651078,,999,,15,,90,50,3,2013-07-28 15:31:46,7934487667,,10.0,,,,,,,call
671,920785,,199,,3,,0,0,2,2016-01-17 15:56:13,7886978575,,10.0,,,,,,,Email
672,784407,,299,,5,,0,0,3,2018-01-28 01:38:24,3587599389,,5.5,,,,,,,Email
673,721955,,699,,12,,50,30,6,2011-05-31 01:32:49,5449833373,,5.5,,,,,,,call
674,910130,,1499,,27,,250,150,1,2017-05-01 08:32:58,4975894536,,4.6,,,,,,,call
675,637086,,1499,,27,,250,150,3,2005-06-04 14:18:32,4588767489,,3.5,,,,,,,call
676,716328,,199,,3,,0,0,8,2001-04-12 20:19:34,8387958873,,15.0,,,,,,,call
677,872995,,699,,12,,50,30,8,2010-08-25 08:12:09,7844564966,,21.0,,,,,,,WhatsApp
678,700911,,199,,3,,0,0,9,2011-08-07 22:16:25,3669674695,,4.6,,,,,,,Email
679,684758,,299,,5,,0,0,5,2011-04-21 13:22:15,5973793669,,21.0,,,,,,,Email
680,428317,,699,,12,,50,30,8,2002-02-05 17:07:17,8859489496,,10.0,,,,,,,call
681,707439,,499,,8,,0,0,2,2017-08-22 04:03:30,4374799849,,5.5,,,,,,,WhatsApp
682,986872,,299,,5,,0,0,10,2007-09-08 08:52:33,7536567439,,4.6,,,,,,,call
683,116215,,499,,8,,0,0,5,2020-07-09 06:51:45,7667986549,,0.0,,,,,,,call
684,846175,,499,,8,,0,0,1,2006-01-30 10:49:28,4359986899,,10.0,,,,,,,WhatsApp
685,221086,,1299,,20,,150,100,3,2012-03-09 20:50:32,3985496753,,10.0,,,,,,,call
686,714096,,1499,,27,,250,150,1,2002-12-18 06:36:45,8985758993,,21.0,,,,,,,Email
687,469836,,1499,,27,,250,150,9,2014-10-12 10:12:24,5458847799,,5.5,,,,,,,WhatsApp
688,848526,,1299,,20,,150,100,8,2004-04-08 11:22:18,7545848487,,5.5,,,,,,,Email
689,577308,,699,,12,,50,30,7,2005-04-15 08:07:36,9864349577,,15.0,,,,,,,WhatsApp
690,978670,,699,,12,,50,30,6,2003-12-12 13:32:02,9899389959,,5.5,,,,,,,WhatsApp
691,976225,,1299,,20,,150,100,8,2006-11-21 17:13:46,3636963655,,7.5,,,,,,,Email
692,564622,,199,,3,,0,0,2,2006-05-06 23:47:26,7648358955,,21.0,,,,,,,Email
693,942872,,299,,5,,0,0,6,2002-03-18 00:53:03,6949933385,,3.5,,,,,,,Email
694,497891,,999,,15,,90,50,1,2021-09-30 23:25:10,5549555435,,5.5,,,,,,,Email
695,900846,,299,,5,,0,0,8,2010-06-30 09:59:50,7479846837,,3.5,,,,,,,Email
696,310490,,1499,,27,,250,150,8,2017-12-08 11:40:08,5948837549,,0.0,,,,,,,WhatsApp
697,584075,,1499,,27,,250,150,1,2005-03-01 12:50:35,3346437894,,10.0,,,,,,,call
698,228355,,1499,,27,,250,150,6,2013-04-06 13:11:11,5554735943,,4.6,,,,,,,WhatsApp
699,159175,,199,,3,,0,0,1,2021-08-14 06:05:58,3948997365,,7.5,,,,,,,WhatsApp
700,625644,,1299,,20,,150,100,4,2018-01-10 17:30:38,9963939955,,4.6,,,,,,,Email
701,716125,,1499,,27,,250,150,9,2011-09-01 10:03:55,3783855978,,4.6,,,,,,,call
702,810444,,499,,8,,0,0,5,2011-10-30 22:54:51,8397693549,,15.0,,,,,,,WhatsApp
703,979542,,199,,3,,0,0,9,2017-09-27 11:19:12,9496553335,,0.0,,,,,,,WhatsApp
704,186962,,299,,5,,0,0,2,2018-06-11 13:32:53,7446885935,,10.0,,,,,,,call
705,217384,,1499,,27,,250,150,9,2003-04-21 04:44:24,7334676685,,3.5,,,,,,,Email
706,104679,,999,,15,,90,50,2,2019-12-21 21:56:58,5587584469,,7.5,,,,,,,call
707,998437,,699,,12,,50,30,7,2009-06-20 07:43:03,4877443497,,21.0,,,,,,,Email
708,672991,,999,,15,,90,50,8,2009-07-22 17:50:09,4966347867,,21.0,,,,,,,Email
709,734276,,999,,15,,90,50,10,2006-07-18 10:09:30,5343978995,,4.6,,,,,,,WhatsApp
710,491230,,999,,15,,90,50,4,2006-06-23 11:19:15,6485765785,,5.5,,,,,,,Email
711,205629,,199,,3,,0,0,9,2011-09-25 20:15:24,5348873753,,5.5,,,,,,,call
712,396068,,499,,8,,0,0,9,2012-01-26 18:24:38,3495487879,,4.6,,,,,,,WhatsApp
713,136182,,299,,5,,0,0,5,2004-08-06 02:45:17,7543975933,,0.0,,,,,,,call
714,410413,,199,,3,,0,0,7,2011-07-18 10:12:53,6474693486,,0.0,,,,,,,Email
715,562976,,499,,8,,0,0,3,2008-02-24 22:44:50,5999938353,,7.5,,,,,,,Email
716,937238,,699,,12,,50,30,8,2011-02-20 16:57:41,7648898899,,21.0,,,,,,,call
717,830748,,199,,3,,0,0,6,2018-02-20 05:14:44,8979353983,,21.0,,,,,,,call
718,358327,,199,,3,,0,0,9,2012-11-14 23:13:08,4479895936,,3.5,,,,,,,call
719,398663,,299,,5,,0,0,5,2010-11-14 04:33:22,4477843485,,4.6,,,,,,,Email
720,848818,,1299,,20,,150,100,5,2019-03-07 22:38:36,6899378645,,21.0,,,,,,,WhatsApp
721,426075,,299,,5,,0,0,8,2013-06-19 11:22:00,3779874334,,7.5,,,,,,,call
722,133372,,999,,15,,90,50,4,2012-04-29 01:24:28,6774389899,,15.0,,,,,,,call
723,670741,,1499,,27,,250,150,1,2013-05-23 13:42:01,6778549397,,21.0,,,,,,,call
724,443809,,1499,,27,,250,150,9,2006-05-21 02:34:28,8835459476,,5.5,,,,,,,WhatsApp
725,374197,,999,,15,,90,50,6,2009-09-19 01:06:23,4334545768,,4.6,,,,,,,Email
726,246030,,999,,15,,90,50,5,2016-02-08 08:54:36,8844689546,,7.5,,,,,,,call
727,720469,,1299,,20,,150,100,10,2010-05-23 20:35:57,5783499858,,10.0,,,,,,,Email
728,524826,,1499,,27,,250,150,3,2013-03-28 05:58:30,9733938576,,0.0,,,,,,,Email
729,692306,,999,,15,,90,50,2,2007-08-29 13:20:24,3493896467,,10.0,,,,,,,WhatsApp
730,477545,,199,,3,,0,0,9,2016-06-26 21:36:25,4733773384,,5.5,,,,,,,Email
731,475899,,699,,12,,50,30,5,2014-12-23 18:52:16,3696998773,,3.5,,,,,,,WhatsApp
732,519078,,999,,15,,90,50,5,2020-07-15 13:45:32,6443987359,,15.0,,,,,,,call
733,903880,,499,,8,,0,0,7,2014-11-10 15:50:04,6356884645,,15.0,,,,,,,Email
734,622810,,499,,8,,0,0,3,2003-11-26 14:39:35,6387435546,,3.5,,,,,,,Email
735,669061,,999,,15,,90,50,9,2016-01-06 02:53:28,4973968874,,0.0,,,,,,,Email
736,209884,,499,,8,,0,0,10,2014-02-28 21:03:09,4355976753,,10.0,,,,,,,call
737,300281,,199,,3,,0,0,7,2009-10-26 05:46:21,8887379348,,7.5,,,,,,,Email
738,124961,,499,,8,,0,0,5,2004-07-01 23:54:50,8553458435,,7.5,,,,,,,WhatsApp
739,159594,,299,,5,,0,0,8,2021-07-21 02:53:56,6966475893,,5.5,,,,,,,call
740,355606,,299,,5,,0,0,9,2005-02-22 16:28:21,5773676647,,0.0,,,,,,,WhatsApp
741,968190,,499,,8,,0,0,9,2020-07-20 11:40:25,8863546953,,21.0,,,,,,,WhatsApp
742,129246,,1499,,27,,250,150,5,2020-10-14 16:20:51,3375898455,,4.6,,,,,,,WhatsApp
743,772522,,699,,12,,50,30,4,2014-11-10 03:16:27,9399756879,,15.0,,,,,,,Email
744,742365,,999,,15,,90,50,7,2021-06-15 13:59:08,5738953758,,7.5,,,,,,,Email
745,327214,,499,,8,,0,0,1,2008-09-27 01:09:33,7867846865,,7.5,,,,,,,call
746,890025,,199,,3,,0,0,4,2011-07-09 23:35:41,6753673747,,0.0,,,,,,,Email
747,119226,,499,,8,,0,0,7,2014-07-26 15:32:49,5336463468,,3.5,,,,,,,Email
748,529432,,1299,,20,,150,100,4,2008-05-18 14:55:14,7899836796,,21.0,,,,,,,Email
749,227066,,299,,5,,0,0,4,2009-06-20 19:39:42,8969668945,,3.5,,,,,,,Email
750,351200,,499,,8,,0,0,1,2007-01-03 10:05:30,4867979736,,4.6,,,,,,,WhatsApp
751,656103,,1499,,27,,250,150,1,2012-06-16 22:35:46,3687967566,,21.0,,,,,,,call
752,119826,,199,,3,,0,0,6,2008-07-26 22:20:19,4368763583,,21.0,,,,,,,Email
753,732518,,699,,12,,50,30,9,2002-02-06 06:41:54,5995357496,,7.5,,,,,,,call
754,715046,,1299,,20,,150,100,3,2008-10-14 00:12:24,6754566335,,7.5,,,,,,,call
755,765893,,1299,,20,,150,100,8,2008-11-15 08:23:14,5744389397,,10.0,,,,,,,call
756,318224,,999,,15,,90,50,9,2013-05-15 14:18:34,5657485784,,15.0,,,,,,,WhatsApp
757,631050,,1499,,27,,250,150,8,2007-01-08 15:00:52,4547647487,,5.5,,,,,,,Email
758,835385,,499,,8,,0,0,1,2020-10-20 06:36:59,8783934478,,21.0,,,,,,,Email
759,566547,,1299,,20,,150,100,2,2004-01-18 15:36:22,8533648783,,15.0,,,,,,,call
760,337569,,1299,,20,,150,100,7,2015-05-04 20:21:30,7874338366,,0.0,,,,,,,WhatsApp
761,350169,,199,,3,,0,0,8,2016-01-16 10:30:20,4435599675,,3.5,,,,,,,call
762,509062,,299,,5,,0,0,2,2004-01-23 07:35:43,9686334599,,7.5,,,,,,,Email
763,183390,,1299,,20,,150,100,3,2012-02-15 04:21:21,6954398934,,0.0,,,,,,,WhatsApp
764,826363,,299,,5,,0,0,9,2004-04-13 06:39:13,7987568637,,21.0,,,,,,,WhatsApp
765,657727,,199,,3,,0,0,1,2010-09-18 18:22:29,5448378477,,0.0,,,,,,,Email
766,605503,,199,,3,,0,0,4,2002-10-19 21:00:53,4988566354,,15.0,,,,,,,call
767,197395,,299,,5,,0,0,5,2008-04-29 23:16:33,8799346434,,10.0,,,,,,,Email
768,738327,,1499,,27,,250,150,9,2020-11-18 03:26:09,5659799377,,15.0,,,,,,,Email
769,671647,,499,,8,,0,0,1,2020-06-27 00:17:18,6975398436,,15.0,,,,,,,WhatsApp
770,158134,,299,,5,,0,0,3,2011-07-06 02:06:34,5463984958,,21.0,,,,,,,WhatsApp
771,947811,,199,,3,,0,0,6,2007-01-25 06:51:00,6975853577,,5.5,,,,,,,call
772,866185,,499,,8,,0,0,8,2021-10-20 03:55:18,7757786534,,5.5,,,,,,,WhatsApp
773,325726,,499,,8,,0,0,5,2020-01-14 17:08:05,7543873564,,15.0,,,,,,,Email
774,307436,,699,,12,,50,30,6,2011-03-04 12:33:34,6577694563,,3.5,,,,,,,Email
775,278734,,699,,12,,50,30,3,2002-12-16 09:29:14,7337684676,,4.6,,,,,,,Email
776,243919,,1499,,27,,250,150,5,2019-08-27 20:52:39,8384395489,,15.0,,,,,,,WhatsApp
777,852650,,1299,,20,,150,100,6,2005-07-23 04:11:49,3437369566,,21.0,,,,,,,call
778,543337,,699,,12,,50,30,1,2018-03-20 04:27:27,3398589969,,5.5,,,,,,,Email
779,804047,,699,,12,,50,30,5,2019-02-14 01:34:47,7376566664,,4.6,,,,,,,call
780,606049,,1499,,27,,250,150,10,2007-03-05 21:20:32,3996673337,,3.5,,,,,,,call
781,576316,,299,,5,,0,0,4,2000-10-12 02:38:26,4458343677,,15.0,,,,,,,call
782,602164,,699,,12,,50,30,1,2017-07-15 01:11:52,8937395798,,3.5,,,,,,,WhatsApp
783,584951,,299,,5,,0,0,9,2012-06-29 19:55:57,3694795459,,10.0,,,,,,,call
784,114685,,699,,12,,50,30,10,2017-09-05 05:34:17,3487877845,,0.0,,,,,,,call
785,461304,,499,,8,,0,0,7,2002-01-18 11:44:23,5336387993,,21.0,,,,,,,call
786,631834,,299,,5,,0,0,3,2013-10-09 04:51:37,4799834699,,15.0,,,,,,,call
787,151731,,1299,,20,,150,100,6,2000-07-11 02:15:18,4566995557,,10.0,,,,,,,WhatsApp
788,141450,,299,,5,,0,0,6,2008-02-15 17:56:02,6794657668,,3.5,,,,,,,WhatsApp
789,177672,,1499,,27,,250,150,3,2018-01-30 03:03:44,5863757955,,21.0,,,,,,,WhatsApp
790,286214,,199,,3,,0,0,2,2008-08-25 08:17:49,7979758495,,5.5,,,,,,,WhatsApp
791,458811,,299,,5,,0,0,6,2018-06-01 10:47:43,4983679863,,4.6,,,,,,,call
792,360792,,299,,5,,0,0,7,2020-05-07 23:06:23,9876458573,,4.6,,,,,,,call
793,976306,,199,,3,,0,0,10,2004-07-02 10:09:21,9545684474,,15.0,,,,,,,Email
794,606281,,999,,15,,90,50,5,2010-03-13 00:37:29,8453638493,,0.0,,,,,,,call
795,249598,,1499,,27,,250,150,2,2009-05-11 07:53:00,5465554565,,5.5,,,,,,,Email
796,955917,,999,,15,,90,50,7,2019-11-20 04:49:02,7644837337,,7.5,,,,,,,WhatsApp
797,579273,,299,,5,,0,0,1,2004-07-20 06:20:19,6785353538,,10.0,,,,,,,Email
798,365353,,1499,,27,,250,150,6,2002-09-27 04:31:26,4978579973,,15.0,,,,,,,WhatsApp
799,438091,,1499,,27,,250,150,7,2011-12-26 01:56:27,6455983557,,5.5,,,,,,,call
800,950778,,199,,3,,0,0,4,2011-06-13 12:41:57,4434368489,,7.5,,,,,,,WhatsApp
801,390992,,1499,,27,,250,150,7,2018-11-11 13:52:19,9633789983,,4.6,,,,,,,call
802,882658,,199,,3,,0,0,8,2014-06-16 20:10:52,3544338557,,7.5,,,,,,,call
803,467689,,999,,15,,90,50,10,2009-03-17 07:45:56,4743347847,,4.6,,,,,,,WhatsApp
804,846174,,1299,,20,,150,100,10,2009-08-21 05:16:13,8344743568,,4.6,,,,,,,Email
805,839678,,1499,,27,,250,150,3,2013-08-16 09:48:43,4555947686,,4.6,,,,,,,WhatsApp
806,360010,,199,,3,,0,0,1,2012-10-16 22:47:04,4554935463,,10.0,,,,,,,WhatsApp
807,836034,,699,,12,,50,30,10,2010-08-25 16:47:07,3558784669,,0.0,,,,,,,WhatsApp
808,467737,,1499,,27,,250,150,9,2003-04-28 09:13:12,4546339538,,0.0,,,,,,,Email
809,742338,,1499,,27,,250,150,5,2001-05-21 15:43:36,4984799567,,4.6,,,,,,,WhatsApp
810,706206,,299,,5,,0,0,9,2013-03-07 13:22:08,5878987955,,0.0,,,,,,,Email
